Order City,Customer City,Order Country,Customer Country,Days for shipping (real),Sales per customer,Order Item Total,Shipping Mode,Delivery Status
Adelaide,Opelousas,Australia,EE. UU.,2,309.7200012,309.7200012,Standard Class,Advance shipping
Wenzhou,Caguas,China,Puerto Rico,6,304.8099976,304.8099976,Standard Class,Late delivery
Wenzhou,Riverside,China,EE. UU.,5,298.25,298.25,Standard Class,Late delivery
Yakarta,Waipahu,Indonesia,EE. UU.,4,294.980011,294.980011,Standard Class,Shipping on time
Ho Chi Minh City,Caguas,Vietnam,Puerto Rico,3,288.4200134,288.4200134,Standard Class,Advance shipping
Ho Chi Minh City,Tucson,Vietnam,EE. UU.,2,285.1400146,285.1400146,First Class,Late delivery
Ho Chi Minh City,Los Angeles,Vietnam,EE. UU.,6,278.5899963,278.5899963,Standard Class,Late delivery
Ho Chi Minh City,Carmichael,Vietnam,EE. UU.,5,275.3099976,275.3099976,Standard Class,Late delivery
Ho Chi Minh City,Caguas,Vietnam,Puerto Rico,4,272.0299988,272.0299988,Standard Class,Shipping on time
Suzhou,Tustin,China,EE. UU.,3,268.7600098,268.7600098,Standard Class,Advance shipping
Suzhou,Caguas,China,Puerto Rico,2,262.2000122,262.2000122,Standard Class,Advance shipping
Ho Chi Minh City,Loveland,Vietnam,EE. UU.,6,245.8099976,245.8099976,Standard Class,Late delivery
Ho Chi Minh City,Miami,Vietnam,EE. UU.,5,327.75,327.75,Standard Class,Late delivery
Chengdu,Anaheim,China,EE. UU.,4,324.4700012,324.4700012,Standard Class,Shipping on time
Huadian,Chicago,China,EE. UU.,3,321.2000122,321.2000122,Standard Class,Advance shipping
Rangún,Caguas,Myanmar (Birmania),Puerto Rico,2,317.9200134,317.9200134,Second Class,Shipping on time
Newcastle,Detroit,Australia,EE. UU.,2,314.6400146,314.6400146,First Class,Late delivery
Fatehpur,Canton,India,EE. UU.,5,311.3599854,311.3599854,Standard Class,Late delivery
Fatehpur,Stafford,India,EE. UU.,4,309.7200012,309.7200012,Standard Class,Shipping on time
Yancheng,Caguas,China,Puerto Rico,3,304.8099976,304.8099976,Standard Class,Advance shipping
Yancheng,San Diego,China,EE. UU.,2,298.25,298.25,Standard Class,Advance shipping
Yancheng,Caguas,China,Puerto Rico,6,294.980011,294.980011,Standard Class,Late delivery
Kediri,Bronx,Indonesia,EE. UU.,5,288.4200134,288.4200134,Standard Class,Late delivery
Coffs Harbour,Caguas,Australia,Puerto Rico,4,285.1400146,285.1400146,Standard Class,Shipping on time
Surakarta,South Richmond Hill,Indonesia,EE. UU.,3,278.5899963,278.5899963,Standard Class,Shipping canceled
Surakarta,Caguas,Indonesia,Puerto Rico,2,275.3099976,275.3099976,Standard Class,Advance shipping
Singapur,Middletown,Singapur,EE. UU.,6,272.0299988,272.0299988,Standard Class,Shipping canceled
Singapur,Caguas,Singapur,Puerto Rico,2,268.7600098,268.7600098,First Class,Late delivery
Shenzhen,Dallas,China,EE. UU.,2,262.2000122,262.2000122,First Class,Late delivery
Shenzhen,Caguas,China,Puerto Rico,2,245.8099976,245.8099976,First Class,Shipping canceled
Shenzhen,Eugene,China,EE. UU.,2,327.75,327.75,First Class,Late delivery
Yakarta,Chino Hills,Indonesia,EE. UU.,2,324.4700012,324.4700012,First Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,2,321.2000122,321.2000122,First Class,Late delivery
Yakarta,Columbia,Indonesia,EE. UU.,2,317.9200134,317.9200134,First Class,Late delivery
Canberra,Glendale,Australia,EE. UU.,2,314.6400146,314.6400146,First Class,Late delivery
Bacoor,Caguas,Filipinas,Puerto Rico,2,311.3599854,311.3599854,Standard Class,Advance shipping
Thane,West Orange,India,EE. UU.,6,309.7200012,309.7200012,Standard Class,Late delivery
Thane,Daly City,India,EE. UU.,5,304.8099976,304.8099976,Standard Class,Late delivery
Bundaberg,Caguas,Australia,Puerto Rico,4,298.25,298.25,Standard Class,Shipping on time
Perth,Houston,Australia,EE. UU.,3,294.980011,294.980011,Standard Class,Advance shipping
Ipoh,Caguas,Malasia,Puerto Rico,2,288.4200134,288.4200134,Second Class,Shipping on time
Tongchuan,Strongsville,China,EE. UU.,6,285.1400146,285.1400146,Second Class,Late delivery
Goyang,Caguas,Corea del Sur,Puerto Rico,5,278.5899963,278.5899963,Standard Class,Late delivery
Goyang,Powder Springs,Corea del Sur,EE. UU.,4,275.3099976,275.3099976,Standard Class,Shipping on time
Goyang,Lilburn,Corea del Sur,EE. UU.,3,272.0299988,272.0299988,Standard Class,Advance shipping
Singapur,Parkville,Singapur,EE. UU.,2,268.7600098,268.7600098,Standard Class,Advance shipping
Depok,Caguas,Indonesia,Puerto Rico,6,262.2000122,262.2000122,Standard Class,Late delivery
Depok,Saint Paul,Indonesia,EE. UU.,5,245.8099976,245.8099976,Standard Class,Late delivery
Depok,Caguas,Indonesia,Puerto Rico,4,327.75,327.75,Standard Class,Shipping on time
Depok,Lockport,Indonesia,EE. UU.,3,324.4700012,324.4700012,Standard Class,Advance shipping
Depok,Detroit,Indonesia,EE. UU.,2,321.2000122,321.2000122,Standard Class,Advance shipping
Pasig,Caguas,Filipinas,Puerto Rico,6,317.9200134,317.9200134,Standard Class,Late delivery
Pasig,Hialeah,Filipinas,EE. UU.,5,314.6400146,314.6400146,Standard Class,Late delivery
Surabaya,Los Angeles,Indonesia,EE. UU.,4,311.3599854,311.3599854,Standard Class,Shipping on time
Surabaya,Brooklyn,Indonesia,EE. UU.,3,309.7200012,309.7200012,Second Class,Late delivery
Lahore,Caguas,Pakistán,Puerto Rico,2,304.8099976,304.8099976,Standard Class,Advance shipping
Lahore,Beloit,Pakistán,EE. UU.,6,298.25,298.25,Standard Class,Shipping canceled
Geelong,Los Angeles,Australia,EE. UU.,5,294.980011,294.980011,Second Class,Late delivery
Geelong,Caguas,Australia,Puerto Rico,4,288.4200134,288.4200134,Second Class,Late delivery
Ichalkaranji,Hamilton,India,EE. UU.,3,285.1400146,285.1400146,Second Class,Late delivery
Palembang,Caguas,Indonesia,Puerto Rico,2,278.5899963,278.5899963,Second Class,Shipping on time
Kota,Greenville,India,EE. UU.,0,275.3099976,275.3099976,Same Day,Shipping on time
Newcastle,Dallas,Australia,EE. UU.,0,272.0299988,272.0299988,Same Day,Shipping on time
Newcastle,Miami,Australia,EE. UU.,4,268.7600098,268.7600098,Standard Class,Shipping on time
Newcastle,Caguas,Australia,Puerto Rico,3,262.2000122,262.2000122,Standard Class,Advance shipping
Tegucigalpa,Caguas,Honduras,Puerto Rico,4,474.9500122,474.9500122,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,296.9500122,296.9500122,Second Class,Late delivery
Managua,Caguas,Nicaragua,Puerto Rico,6,293.9500122,293.9500122,Second Class,Late delivery
Juazeiro,Caguas,Brasil,Puerto Rico,4,293.9500122,293.9500122,Second Class,Late delivery
Petapa,Caguas,Guatemala,Puerto Rico,6,283.4500122,283.4500122,Second Class,Late delivery
São Bernardo do Campo,Caguas,Brasil,Puerto Rico,3,283.4500122,283.4500122,Second Class,Late delivery
San Martín,Caguas,El Salvador,Puerto Rico,2,260.9599915,260.9599915,Second Class,Shipping on time
San Salvador,Caguas,El Salvador,Puerto Rico,6,254.9600067,254.9600067,Second Class,Late delivery
Lima,Caguas,Perú,Puerto Rico,4,254.9600067,254.9600067,Second Class,Late delivery
Dos Quebradas,Caguas,Colombia,Puerto Rico,4,245.9600067,245.9600067,Second Class,Late delivery
Irapuato,Caguas,México,Puerto Rico,3,224.9600067,224.9600067,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,3,245.0,245.0,Second Class,Late delivery
Ocotlán,Caguas,México,Puerto Rico,4,195.9499969,195.9499969,Second Class,Late delivery
Mexico City,Caguas,México,Puerto Rico,2,242.5,242.5,Second Class,Shipping on time
Presidente Dutra,Caguas,Brasil,Puerto Rico,5,237.5,237.5,Second Class,Late delivery
Santo Domingo,Caguas,República Dominicana,Puerto Rico,5,188.9499969,188.9499969,Second Class,Late delivery
San Salvador,Caguas,El Salvador,Puerto Rico,6,181.9499969,181.9499969,Second Class,Late delivery
Mauá,Caguas,Brasil,Puerto Rico,4,220.0,220.0,Second Class,Late delivery
Mauá,Caguas,Brasil,Puerto Rico,4,217.5,217.5,Second Class,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,3,217.5,217.5,Second Class,Late delivery
São Paulo,Caguas,Brasil,Puerto Rico,4,205.0,205.0,Second Class,Late delivery
Murray Bridge,Caguas,Australia,Puerto Rico,6,494.9500122,494.9500122,Second Class,Late delivery
Newcastle,Caguas,Australia,Puerto Rico,5,449.9599915,449.9599915,Second Class,Late delivery
Ho Chi Minh City,Caguas,Vietnam,Puerto Rico,5,293.9500122,293.9500122,Second Class,Late delivery
Qom,Caguas,Irán,Puerto Rico,3,290.9500122,290.9500122,Second Class,Late delivery
Manukau City,Caguas,Nueva Zelanda,Puerto Rico,5,287.9500122,287.9500122,Second Class,Late delivery
Lismore,Caguas,Australia,Puerto Rico,4,283.4500122,283.4500122,Second Class,Late delivery
Christchurch,Caguas,Nueva Zelanda,Puerto Rico,2,239.9600067,239.9600067,Second Class,Shipping on time
Kabul,Caguas,Afganistán,Puerto Rico,5,245.0,245.0,Second Class,Late delivery
Melbourne,Caguas,Australia,Puerto Rico,2,240.0,240.0,Second Class,Shipping on time
Melbourne,Caguas,Australia,Puerto Rico,2,173.9600067,173.9600067,Second Class,Shipping on time
Houston,Caguas,Estados Unidos,Puerto Rico,3,283.4500122,283.4500122,Second Class,Late delivery
Tulsa,Caguas,Estados Unidos,Puerto Rico,2,260.9599915,260.9599915,Second Class,Shipping on time
San Francisco,Caguas,Estados Unidos,Puerto Rico,6,179.9600067,179.9600067,Second Class,Late delivery
Moreno Valley,Caguas,Estados Unidos,Puerto Rico,6,225.0,225.0,Second Class,Late delivery
Oakland,Caguas,Estados Unidos,Puerto Rico,2,207.5,207.5,Second Class,Shipping on time
Philadelphia,Caguas,Estados Unidos,Puerto Rico,6,121.1999969,121.1999969,Second Class,Late delivery
Zaria,Caguas,Nigeria,Puerto Rico,2,37.5,37.5,Standard Class,Advance shipping
Kinshasa,Caguas,República Democrática del Congo,Puerto Rico,6,74.98999786,74.98999786,Standard Class,Late delivery
Luanda,Aguadilla,Angola,Puerto Rico,4,129.9900055,129.9900055,Standard Class,Shipping on time
Kampala,Caguas,Uganda,Puerto Rico,4,129.9900055,129.9900055,Standard Class,Shipping on time
Luanda,Aguadilla,Angola,Puerto Rico,4,128.6900024,128.6900024,Standard Class,Shipping on time
Port Harcourt,Caguas,Nigeria,Puerto Rico,6,127.3899994,127.3899994,Standard Class,Late delivery
Johannesburg,Caguas,SudAfrica,Puerto Rico,6,126.0899963,126.0899963,Standard Class,Late delivery
Minna,Caguas,Nigeria,Puerto Rico,4,58.18999863,58.18999863,Standard Class,Shipping on time
Kinshasa,Caguas,República Democrática del Congo,Puerto Rico,3,124.7900009,124.7900009,Standard Class,Advance shipping
Constantina,Caguas,Argelia,Puerto Rico,3,54.59000015,54.59000015,Standard Class,Advance shipping
Abakaliki,Caguas,Nigeria,Puerto Rico,3,110.4899979,110.4899979,Standard Class,Advance shipping
Johannesburg,Caguas,SudAfrica,Puerto Rico,6,50.38999939,50.38999939,Standard Class,Late delivery
Kano,Caguas,Nigeria,Puerto Rico,3,109.1900024,109.1900024,Standard Class,Advance shipping
Stellenbosch,Caguas,SudAfrica,Puerto Rico,2,107.8899994,107.8899994,Standard Class,Advance shipping
Casablanca,Caguas,Marruecos,Puerto Rico,5,106.5899963,106.5899963,Standard Class,Late delivery
Kinshasa,Caguas,República Democrática del Congo,Puerto Rico,6,97.48999786,97.48999786,Standard Class,Late delivery
Abu Kabir,Caguas,Egipto,Puerto Rico,3,44.99000168,44.99000168,Standard Class,Advance shipping
Tangier,Caguas,Marruecos,Puerto Rico,6,97.48999786,97.48999786,Standard Class,Late delivery
Maseru,Caguas,Lesoto,Puerto Rico,6,44.99000168,44.99000168,Standard Class,Late delivery
Dakar,Caguas,Senegal,Puerto Rico,4,46.5,46.5,Standard Class,Shipping on time
Johannesburg,Caguas,SudAfrica,Puerto Rico,6,44.0,44.0,Standard Class,Late delivery
Soweto,Caguas,SudAfrica,Puerto Rico,3,31.67000008,31.67000008,Standard Class,Advance shipping
Antananarivo,Caguas,Madagascar,Puerto Rico,5,22.73999977,22.73999977,Standard Class,Late delivery
Lagos,Caguas,Nigeria,Puerto Rico,5,290.980011,290.980011,Standard Class,Late delivery
Port Harcourt,Caguas,Nigeria,Puerto Rico,6,287.980011,287.980011,Standard Class,Late delivery
Dakar,Caguas,Senegal,Puerto Rico,4,278.980011,278.980011,Standard Class,Shipping on time
Abakaliki,Caguas,Nigeria,Puerto Rico,3,278.980011,278.980011,Standard Class,Advance shipping
Antananarivo,Carolina,Madagascar,Puerto Rico,3,263.980011,263.980011,Standard Class,Advance shipping
Dar es Salaam,Caguas,Tanzania,Puerto Rico,6,260.980011,260.980011,Standard Class,Late delivery
Casablanca,Caguas,Marruecos,Puerto Rico,5,254.9799957,254.9799957,Standard Class,Late delivery
Johannesburg,Caguas,SudAfrica,Puerto Rico,6,248.9799957,248.9799957,Standard Class,Late delivery
Kampala,Caguas,Uganda,Puerto Rico,4,245.9799957,245.9799957,Standard Class,Shipping on time
Kampala,Caguas,Uganda,Puerto Rico,4,239.9799957,239.9799957,Standard Class,Shipping on time
Fontenay-aux-Roses,Caguas,Francia,Puerto Rico,3,1230.0,1230.0,Standard Class,Advance shipping
Badalona,Caguas,España,Puerto Rico,5,110.4899979,110.4899979,Standard Class,Late delivery
Badalona,Caguas,España,Puerto Rico,5,109.1900024,109.1900024,Standard Class,Late delivery
Gothenburg,Caguas,Suecia,Puerto Rico,6,45.0,45.0,Standard Class,Late delivery
Glasgow,Caguas,Reino Unido,Puerto Rico,3,197.0099945,197.0099945,Standard Class,Advance shipping
Viersen,Caguas,Alemania,Puerto Rico,4,391.980011,391.980011,Standard Class,Shipping on time
Viersen,Caguas,Alemania,Puerto Rico,4,248.9799957,248.9799957,Standard Class,Shipping on time
Turku,Caguas,Finlandia,Puerto Rico,6,27.96999931,27.96999931,Standard Class,Late delivery
Estocolmo,Caguas,Suecia,Puerto Rico,6,452.0400085,452.0400085,Standard Class,Late delivery
Monza,Caguas,Italia,Puerto Rico,2,252.8800049,252.8800049,Standard Class,Advance shipping
Swindon,Caguas,Reino Unido,Puerto Rico,5,447.519989,447.519989,Standard Class,Late delivery
Brest,Caguas,Francia,Puerto Rico,6,447.519989,447.519989,Standard Class,Late delivery
Le Chesnay,Caguas,Francia,Puerto Rico,4,438.480011,438.480011,Standard Class,Shipping on time
Malakoff,Caguas,Francia,Puerto Rico,2,420.3999939,420.3999939,Standard Class,Advance shipping
Valladolid,Caguas,España,Puerto Rico,4,227.5899963,227.5899963,Standard Class,Shipping on time
Sevran,Caguas,Francia,Puerto Rico,4,397.7999878,397.7999878,Standard Class,Shipping on time
Utrecht,Caguas,Países Bajos,Puerto Rico,2,393.269989,393.269989,Standard Class,Advance shipping
Madrid,Caguas,España,Puerto Rico,2,1275.0,1275.0,Standard Class,Advance shipping
Vincennes,Caguas,Francia,Puerto Rico,2,384.230011,384.230011,Standard Class,Advance shipping
Berlín,Caguas,Alemania,Puerto Rico,4,379.7099915,379.7099915,Standard Class,Shipping on time
The Hague,Caguas,Países Bajos,Puerto Rico,3,379.7099915,379.7099915,Standard Class,Advance shipping
Caen,Caguas,Francia,Puerto Rico,6,379.7099915,379.7099915,Standard Class,Late delivery
Nieuwegein,Caguas,Países Bajos,Puerto Rico,5,1245.0,1245.0,Standard Class,Late delivery
Darton,Caguas,Reino Unido,Puerto Rico,4,287.9899902,287.9899902,Standard Class,Shipping on time
Northampton,Caguas,Reino Unido,Puerto Rico,6,65.58999634,65.58999634,Standard Class,Late delivery
Halle,Caguas,Alemania,Puerto Rico,5,99.98999786,99.98999786,Standard Class,Late delivery
Dniprodzerzhyns'k,Caguas,Ucrania,Puerto Rico,5,98.98999786,98.98999786,Standard Class,Late delivery
The Hague,Caguas,Países Bajos,Puerto Rico,5,98.98999786,98.98999786,Standard Class,Late delivery
Roissy-en-Brie,Caguas,Francia,Puerto Rico,3,95.98999786,95.98999786,Standard Class,Advance shipping
Brive-la-Gaillarde,Caguas,Francia,Puerto Rico,2,86.98999786,86.98999786,Standard Class,Advance shipping
Turin,Caguas,Italia,Puerto Rico,6,76.48999786,76.48999786,Standard Class,Late delivery
Le Petit-Quevilly,Caguas,Francia,Puerto Rico,3,83.98999786,83.98999786,Standard Class,Advance shipping
Northampton,Caguas,Reino Unido,Puerto Rico,6,82.98999786,82.98999786,Standard Class,Late delivery
Trier,Caguas,Alemania,Puerto Rico,5,81.98999786,81.98999786,Standard Class,Late delivery
Gdansk,Caguas,Polonia,Puerto Rico,2,79.98999786,79.98999786,Standard Class,Advance shipping
Perugia,Caguas,Italia,Puerto Rico,6,74.98999786,74.98999786,Standard Class,Late delivery
London,Caguas,Reino Unido,Puerto Rico,6,59.99000168,59.99000168,Standard Class,Late delivery
Badalona,Caguas,España,Puerto Rico,2,129.9900055,129.9900055,Standard Class,Advance shipping
Munich,Caguas,Alemania,Puerto Rico,6,357.1000061,357.1000061,Standard Class,Late delivery
Rouen,Caguas,Francia,Puerto Rico,5,461.480011,461.480011,Standard Class,Late delivery
Velbert,Caguas,Alemania,Puerto Rico,6,129.9900055,129.9900055,Standard Class,Late delivery
Avignon,Caguas,Francia,Puerto Rico,5,129.9900055,129.9900055,Standard Class,Late delivery
Turku,Caguas,Finlandia,Puerto Rico,4,353.5299988,353.5299988,Standard Class,Shipping on time
Preston,Caguas,Reino Unido,Puerto Rico,6,128.6900024,128.6900024,Standard Class,Late delivery
Trapani,Caguas,Italia,Puerto Rico,6,128.6900024,128.6900024,Standard Class,Late delivery
Aprilia,Caguas,Italia,Puerto Rico,6,128.6900024,128.6900024,Standard Class,Late delivery
Meudon,Caguas,Francia,Puerto Rico,2,59.38999939,59.38999939,Standard Class,Advance shipping
Dortmund,Caguas,Alemania,Puerto Rico,4,59.38999939,59.38999939,Standard Class,Shipping on time
Roissy-en-Brie,Caguas,Francia,Puerto Rico,3,128.6900024,128.6900024,Standard Class,Advance shipping
Trier,Caguas,Alemania,Puerto Rico,5,128.6900024,128.6900024,Standard Class,Late delivery
Mykolayiv,Caguas,Ucrania,Puerto Rico,2,127.3899994,127.3899994,Standard Class,Advance shipping
Preston,Caguas,Reino Unido,Puerto Rico,6,58.79000092,58.79000092,Standard Class,Late delivery
Colchester,Caguas,Reino Unido,Puerto Rico,6,127.3899994,127.3899994,Standard Class,Late delivery
Cosenza,Caguas,Italia,Puerto Rico,5,127.3899994,127.3899994,Standard Class,Late delivery
Aprilia,Caguas,Italia,Puerto Rico,6,127.3899994,127.3899994,Standard Class,Late delivery
Las Rozas de Madrid,Caguas,España,Puerto Rico,4,127.3899994,127.3899994,Standard Class,Shipping on time
Hasselt,Caguas,Bélgica,Puerto Rico,5,127.3899994,127.3899994,Standard Class,Late delivery
Trier,Caguas,Alemania,Puerto Rico,5,127.3899994,127.3899994,Standard Class,Late delivery
Oslo,Caguas,Noruega,Puerto Rico,6,126.0899963,126.0899963,Standard Class,Late delivery
Barcelona,Caguas,España,Puerto Rico,6,126.0899963,126.0899963,Standard Class,Late delivery
Madrid,Caguas,España,Puerto Rico,4,126.0899963,126.0899963,Standard Class,Shipping on time
Las Rozas de Madrid,Caguas,España,Puerto Rico,4,126.0899963,126.0899963,Standard Class,Shipping on time
Paris,Caguas,Francia,Puerto Rico,3,58.18999863,58.18999863,Standard Class,Advance shipping
Rostock,Caguas,Alemania,Puerto Rico,4,126.0899963,126.0899963,Standard Class,Shipping on time
Tours,Caguas,Francia,Puerto Rico,2,126.0899963,126.0899963,Standard Class,Advance shipping
Oslo,Caguas,Noruega,Puerto Rico,6,124.7900009,124.7900009,Standard Class,Late delivery
Dublín,Caguas,Irlanda,Puerto Rico,4,124.7900009,124.7900009,Standard Class,Shipping on time
Altamura,Caguas,Italia,Puerto Rico,6,124.7900009,124.7900009,Standard Class,Late delivery
Madrid,Caguas,España,Puerto Rico,4,124.7900009,124.7900009,Standard Class,Shipping on time
Rennes,Caguas,Francia,Puerto Rico,6,287.9899902,287.9899902,Standard Class,Late delivery
Toulon,Caguas,Francia,Puerto Rico,2,124.7900009,124.7900009,Standard Class,Advance shipping
Tours,Caguas,Francia,Puerto Rico,2,124.7900009,124.7900009,Standard Class,Advance shipping
Reutlingen,Caguas,Alemania,Puerto Rico,6,124.7900009,124.7900009,Standard Class,Late delivery
Vilna,Caguas,Lituania,Puerto Rico,6,123.4899979,123.4899979,Standard Class,Late delivery
Lincoln,Caguas,Reino Unido,Puerto Rico,5,123.4899979,123.4899979,Standard Class,Late delivery
Aschaffenburg,Caguas,Alemania,Puerto Rico,6,438.4100037,438.4100037,Standard Class,Late delivery
